46.21.80.0,46.21.95.255,4096,03/11/10,ANDISHE SABZ KHAZAR CO. P.J.S.
46.32.0.0,46.32.31.255,8192,11/08/10,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
46.34.96.0,46.34.127.255,8192,21/09/10,Mellat Insurance Public Joint Stock Company
46.34.176.0,46.34.191.255,4096,23/09/10,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
46.36.96.0,46.36.111.255,4096,26/10/10,"Pirooz Leen" LLC
46.38.128.0,46.38.159.255,8192,25/11/10,Farhang Azma Communications Company LTD
46.41.192.0,46.41.255.255,16384,27/07/10,Pars Online PJS
46.51.0.0,46.51.127.255,32768,27/07/10,Mobile Communication Company of Iran PLC
46.100.0.0,46.100.255.255,65536,24/06/10,Iran Telecommunication Company PJS
46.102.128.0,46.102.143.255,4096,25/06/10,Afranet
46.143.0.0,46.143.127.255,32768,25/11/10,Asiatech Data Transmission company
46.143.192.0,46.143.255.255,16384,25/11/10,MIHAN COMMUNICATION SYSTEMS CO.,LTD
46.148.32.0,46.148.47.255,4096,03/11/10,
46.164.64.0,46.164.127.255,16384,08/12/10,Mobile Communication Company of Iran PLC
46.167.128.0,46.167.159.255,8192,04/03/11,Rayaneh Danesh Golestan Complex P.J.S. Co.
46.209.0.0,46.209.255.255,65536,02/12/10,Respina Networks & Beyond PJSC
46.224.0.0,46.225.255.255,131072,31/12/10,Rayaneh Danesh Golestan Complex P.J.S. Co.
46.245.0.0,46.245.63.255,16384,31/12/10,Hamara System Tabriz Engineering Company
46.245.64.0,46.245.127.255,16384,31/12/10,Asiatech Data Transmission company
46.248.32.0,46.248.63.255,8192,17/12/10,Iran Telecommunication Company PJS
62.60.128.0,62.60.255.255,32768,13/06/01,Iranian Research Organization for Science & Technology
62.102.128.0,62.102.143.255,4096,10/03/11,Mobile Communication Company of Iran PLC
62.193.0.0,62.193.31.255,8192,17/07/00,DP IRAN PLC
62.220.96.0,62.220.127.255,8192,25/10/01,Soroush Rasanheh Company Ltd
66.79.96.0,66.79.127.255,8192,25/06/08,Iran Telecommunication Company PJS
69.194.64.0,69.194.127.255,16384,13/05/09,Mobile Communication Company of Iran PLC
77.36.128.0,77.36.255.255,32768,12/03/07,IRIB (Islamic Republic of Iran Broadcasting)
77.77.64.0,77.77.127.255,16384,21/02/07,Rayaneh Danesh Golestan Complex P.J.S. Co.
77.81.32.0,77.81.47.255,4096,15/02/07,Iran Telecommunication Company PJS
77.81.144.0,77.81.159.255,4096,15/02/07,Iran Telecommunication Company PJS
77.81.192.0,77.81.223.255,8192,15/02/07,"Rightel Communication Service Company PJS"
77.104.64.0,77.104.127.255,16384,07/10/08,Respina Networks & Beyond PJSC
77.237.64.0,77.237.95.255,8192,01/02/07,Respina Networks & Beyond PJSC
77.237.160.0,77.237.191.255,8192,06/02/07,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
77.245.224.0,77.245.239.255,4096,07/05/07,Research Institute Of Petroleum Industry
78.38.0.0,78.39.255.255,131072,19/03/07,Information Technology Company (ITC)
78.109.192.0,78.109.207.255,4096,17/07/07,Afranet
78.154.32.0,78.154.63.255,8192,17/07/07,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
78.157.32.0,78.157.63.255,8192,28/08/07,Dade Samane Fanava Company (PJS)
78.158.160.0,78.158.191.255,8192,06/09/07,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.127.0.0,79.127.127.255,32768,17/09/07,Asiatech Data Transmission company
79.132.208.0,79.132.223.255,4096,02/10/07,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
79.175.128.0,79.175.191.255,16384,12/11/07,Afranet
80.66.176.0,80.66.191.255,4096,09/06/04,University of Tehran
80.71.112.0,80.71.127.255,4096,18/01/05,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
80.75.0.0,80.75.15.255,4096,19/06/01,Afranet
80.191.0.0,80.191.255.255,65536,23/07/02,Information Technology Company (ITC)
80.210.0.0,80.210.63.255,16384,12/12/01,Iran Telecommunication Company PJS
80.210.128.0,80.210.255.255,32768,12/12/01,Iran Telecommunication Company PJS
80.242.0.0,80.242.15.255,4096,27/04/09,Mobile Communication Company of Iran PLC
80.250.192.0,80.250.207.255,4096,27/08/12,Iran Telecommunication Company PJS
80.253.128.0,80.253.143.255,4096,13/12/01,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
80.253.144.0,80.253.159.255,4096,28/05/02,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
81.12.0.0,81.12.127.255,32768,27/05/02,Soroush Rasanheh Company Ltd
81.16.112.0,81.16.127.255,4096,21/01/04,Iran Telecommunication Company PJS
81.28.32.0,81.28.47.255,4096,17/04/02,IsIran
81.28.48.0,81.28.63.255,4096,22/12/04,IsIran
81.29.240.0,81.29.255.255,4096,17/06/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
81.31.160.0,81.31.175.255,4096,03/06/02,Sharif University Of Technology
81.31.176.0,81.31.191.255,4096,08/12/03,Sharif University Of Technology
81.31.224.0,81.31.255.255,8192,29/08/11,Chapar Rasaneh LLC
81.90.144.0,81.90.159.255,4096,04/01/06,Afranet
81.91.128.0,81.91.143.255,4096,18/07/02,Datak Company LLC
81.91.144.0,81.91.159.255,4096,26/09/02,Farabord Dadeh Haye Iranian Co.
82.99.192.0,82.99.255.255,16384,12/12/03,Pars Online PJS
82.180.192.0,82.180.255.255,16384,09/10/03,Mobile Communication Company of Iran PLC
83.120.0.0,83.123.255.255,262144,06/01/04,Mobile Communication Company of Iran PLC
83.147.192.0,83.147.255.255,16384,14/06/07,Raya Sepehr Vira Data Processing Company Ltd.
84.47.192.0,84.47.223.255,8192,15/10/04,Iran Telecommunication Company PJS
84.47.240.0,84.47.255.255,4096,15/10/04,Iran Telecommunication Company PJS
84.241.0.0,84.241.63.255,16384,10/06/04,Aria Shatel Company Ltd
85.9.64.0,85.9.127.255,16384,11/02/05,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
85.15.0.0,85.15.63.255,16384,19/04/05,Aria Shatel Company Ltd
85.133.128.0,85.133.255.255,32768,06/12/05,Sepanta Communication Development Co. Ltd
85.185.0.0,85.185.255.255,65536,25/11/04,Information Technology Company (ITC)
85.198.48.0,85.198.63.255,4096,31/01/05,Sefroyek Pardaz Engineering PJSC
85.204.80.0,85.204.95.255,4096,13/01/05,Iran Telecommunication Company PJS
85.204.208.0,85.204.223.255,4096,13/01/05,Iran Telecommunication Company PJS
85.239.192.0,85.239.223.255,8192,21/06/05,Mobile Communication Company of Iran PLC
86.55.0.0,86.55.255.255,65536,13/05/05,Mobile Communication Company of Iran PLC
86.57.0.0,86.57.127.255,32768,08/01/10,Sefroyek Pardaz Engineering PJSC
86.104.32.0,86.104.47.255,4096,18/04/05,Afranet
86.104.80.0,86.104.95.255,4096,18/04/05,Iran Telecommunication Company PJS
86.104.96.0,86.104.111.255,4096,18/04/05,Iran Telecommunication Company PJS
86.105.128.0,86.105.143.255,4096,18/04/05,Iran Telecommunication Company PJS
86.107.0.0,86.107.15.255,4096,18/04/05,Mobile Communication Company of Iran PLC
86.107.80.0,86.107.95.255,4096,18/04/05,Iran Telecommunication Company PJS
86.107.144.0,86.107.159.255,4096,18/04/05,Iran Telecommunication Company PJS
86.107.208.0,86.107.223.255,4096,18/04/05,Mobile Communication Company of Iran PLC
86.109.32.0,86.109.63.255,8192,05/07/05,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
87.107.0.0,87.107.255.255,65536,22/08/05,Soroush Rasanheh Company Ltd
87.248.128.0,87.248.159.255,8192,26/08/08,TOSE'EH ERTEBATAT NOVIN ARIA CO PJS
87.251.128.0,87.251.159.255,8192,13/09/05,Iran Telecommunication Company PJS
89.32.0.0,89.32.31.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.32.96.0,89.32.111.255,4096,29/11/05,"Rightel Communication Service Company PJS"
89.34.32.0,89.34.63.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.34.128.0,89.34.159.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.36.48.0,89.36.63.255,4096,29/11/05,Iran Telecommunication Company PJS
89.36.96.0,89.36.111.255,4096,29/11/05,Iran Telecommunication Company PJS
89.36.176.0,89.36.191.255,4096,29/11/05,Iran Telecommunication Company PJS
89.37.0.0,89.37.15.255,4096,29/11/05,Mobin Net Communication Company (Private Joint Stock)
89.37.240.0,89.37.255.255,4096,29/11/05,Iran Telecommunication Company PJS
89.38.80.0,89.38.95.255,4096,29/11/05,Iran Telecommunication Company PJS
89.40.240.0,89.40.255.255,4096,29/11/05,Iran Telecommunication Company PJS
89.41.192.0,89.41.223.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.43.0.0,89.43.15.255,4096,29/11/05,Mobin Net Communication Company (Private Joint Stock)
89.45.48.0,89.45.63.255,4096,29/11/05,Mobile Communication Company of Iran PLC
89.47.64.0,89.47.79.255,4096,29/11/05,"Rightel Communication Service Company PJS"
89.47.128.0,89.47.159.255,8192,29/11/05,"Rightel Communication Service Company PJS"
89.144.128.0,89.144.191.255,16384,27/01/06,ANDISHE SABZ KHAZAR CO. P.J.S.
89.165.0.0,89.165.127.255,32768,01/03/06,Parvaresh Dadeha Co. Private Joint Stock
89.196.0.0,89.196.255.255,65536,06/04/06,Mobile Communication Company of Iran PLC
89.198.0.0,89.198.127.255,32768,06/04/06,Mobile Communication Company of Iran PLC
89.198.128.0,89.198.255.255,32768,06/04/06,Mobile Communication Company of Iran PLC
89.199.0.0,89.199.255.255,65536,06/04/06,Mobile Communication Company of Iran PLC
89.219.64.0,89.219.127.255,16384,05/07/06,Iran Telecommunication Company PJS
89.219.192.0,89.219.255.255,16384,05/07/06,Iran Telecommunication Company PJS
89.221.80.0,89.221.95.255,4096,29/09/06,Dade Samane Fanava Company (PJS)
89.235.80.0,89.235.95.255,4096,30/05/06,Iran Telecommunication Company PJS
89.235.112.0,89.235.127.255,4096,30/05/06,Iran Telecommunication Company PJS
91.98.0.0,91.98.255.255,65536,11/09/06,Pars Online PJS
91.106.64.0,91.106.95.255,8192,21/06/12,PJSC "Badr Rayan Jonoob"
91.108.128.0,91.108.159.255,8192,15/06/12,Rayaneh Gostar Farzanegan Ahwaz Company LTD.
91.133.128.0,91.133.255.255,32768,30/10/06,Mobile Communication Company of Iran PLC
91.147.64.0,91.147.79.255,4096,27/10/06,Iran Telecommunication Company PJS
91.184.64.0,91.184.79.255,4096,11/10/06,Farabord Dadeh Haye Iranian Co.
91.184.80.0,91.184.95.255,4096,11/10/06,Datak Company LLC
91.185.128.0,91.185.159.255,8192,25/10/06,Iran Telecommunication Company PJS
91.186.192.0,91.186.223.255,8192,10/11/06,Raya Sepehr Vira Data Processing Company Ltd.
91.243.160.0,91.243.175.255,4096,07/08/12,
91.250.224.0,91.250.239.255,4096,14/09/12,Iran Telecommunication Company PJS
91.251.0.0,91.251.255.255,65536,14/09/12,Mobile Communication Company of Iran PLC
92.114.16.0,92.114.31.255,4096,15/10/07,Mobin Net Communication Company (Private Joint Stock)
92.114.64.0,92.114.79.255,4096,15/10/07,"Rightel Communication Service Company PJS"
92.242.192.0,92.242.223.255,8192,08/01/08,Respina Networks & Beyond PJSC
93.110.0.0,93.110.255.255,65536,24/04/08,Mobile Communication Company of Iran PLC
93.113.224.0,93.113.239.255,4096,21/12/07,Afranet
93.114.16.0,93.114.31.255,4096,21/12/07,"Rightel Communication Service Company PJS"
93.115.224.0,93.115.239.255,4096,21/12/07,Iran Telecommunication Company PJS
93.117.0.0,93.117.31.255,8192,21/12/07,Iran Telecommunication Company PJS
93.117.32.0,93.117.47.255,4096,21/12/07,Iran Telecommunication Company PJS
93.117.96.0,93.117.127.255,8192,21/12/07,Iran Telecommunication Company PJS
93.117.176.0,93.117.191.255,4096,21/12/07,Mobile Communication Company of Iran PLC
93.118.96.0,93.118.127.255,8192,21/12/07,Iran Telecommunication Company PJS
93.118.128.0,93.118.159.255,8192,21/12/07,Iran Telecommunication Company PJS
93.118.160.0,93.118.175.255,4096,21/12/07,Iran Telecommunication Company PJS
93.119.32.0,93.119.63.255,8192,21/12/07,Iran Telecommunication Company PJS
93.119.64.0,93.119.95.255,8192,21/12/07,Iran Telecommunication Company PJS
93.119.208.0,93.119.223.255,4096,21/12/07,Mobile Communication Company of Iran PLC
93.126.0.0,93.126.63.255,16384,09/07/08,
94.24.0.0,94.24.15.255,4096,02/06/08,"Rightel Communication Service Company PJS"
94.24.80.0,94.24.95.255,4096,02/06/08,"Rightel Communication Service Company PJS"
94.74.128.0,94.74.191.255,16384,14/07/08,Farahoosh Dena PLC
94.101.128.0,94.101.143.255,4096,15/08/08,Mobin Net Communication Company (Private Joint Stock)
94.101.176.0,94.101.191.255,4096,21/08/08,Noyan Abr Arvan Co. ( Private Joint Stock)
94.101.240.0,94.101.255.255,4096,26/08/08,Mobile Communication Company of Iran PLC
94.139.160.0,94.139.175.255,4096,26/11/08,Farabord Dadeh Haye Iranian Co.
94.139.176.0,94.139.191.255,4096,26/11/08,Datak Company LLC
94.182.0.0,94.183.255.255,131072,17/09/08,Aria Shatel Company Ltd
94.184.0.0,94.184.127.255,32768,11/08/08,Institute for Research in Fundamental Sciences
94.184.128.0,94.184.255.255,32768,15/07/09,Institute for Research in Fundamental Sciences
94.241.128.0,94.241.191.255,16384,30/09/08,Raya Sepehr Vira Data Processing Company Ltd.
95.38.0.0,95.38.255.255,65536,11/12/08,Fanava Group
95.64.0.0,95.64.127.255,32768,23/10/08,Mobile Communication Company of Iran PLC
95.80.128.0,95.80.191.255,16384,25/11/08,Bozorg Net-e Aria
95.81.64.0,95.81.127.255,16384,04/06/09,Hamara System Tabriz Engineering Company
95.142.224.0,95.142.239.255,4096,11/08/09,Armaghan Rahe Talaie
95.162.0.0,95.162.255.255,65536,24/12/08,"Rightel Communication Service Company PJS"
109.72.192.0,109.72.207.255,4096,21/09/09,khalij fars Ettela Resan Company J.S.
109.74.224.0,109.74.239.255,4096,12/11/09,Iran Telecommunication Company PJS
109.108.160.0,109.108.191.255,8192,29/10/09,Mobile Communication Company of Iran PLC
109.109.32.0,109.109.63.255,8192,03/11/09,ANDISHE SABZ KHAZAR CO. P.J.S.
109.110.160.0,109.110.191.255,8192,23/11/09,Shabdiz Telecom Network PJSC
109.122.224.0,109.122.239.255,4096,01/10/09,Asiatech Data Transmission company
109.122.240.0,109.122.255.255,4096,01/10/09,MIHAN COMMUNICATION SYSTEMS CO.,LTD
109.125.128.0,109.125.159.255,8192,12/11/09,Pishgaman Tejarat Sayar Company (Private Joint Stock)
109.125.160.0,109.125.191.255,8192,12/11/09,Pishgaman Toseeh Ertebatat Company (Private Joint Stock)
109.162.128.0,109.162.255.255,32768,25/03/10,Datak Company LLC
109.201.0.0,109.201.31.255,8192,11/02/10,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
109.203.128.0,109.203.159.255,8192,05/03/10,Mobile Communication Company of Iran PLC
109.203.160.0,109.203.191.255,8192,31/03/10,Farahoosh Dena PLC
109.225.128.0,109.225.191.255,16384,20/01/10,Mobile Communication Company of Iran PLC
109.230.64.0,109.230.95.255,8192,17/02/10,Boomerang Rayaneh
109.238.176.0,109.238.191.255,4096,26/01/10,khalij fars Ettela Resan Company J.S.
109.239.0.0,109.239.15.255,4096,29/01/10,Mehvar Machine
113.203.0.0,113.203.127.255,32768,28/11/08,Mobile Communication Company of Iran PLC
128.65.160.0,128.65.175.255,4096,07/10/11,Shabakeh Gostar Dorna Cooperative Co.
128.65.176.0,128.65.191.255,4096,07/10/11,Asiatech Data Transmission company
130.255.192.0,130.255.255.255,16384,31/10/11,Mobile Communication Company of Iran PLC
151.232.0.0,151.235.255.255,262144,13/08/12,Iran Telecommunication Company PJS
151.238.0.0,151.239.255.255,131072,15/08/12,Aria Shatel Company Ltd
151.240.0.0,151.247.255.255,524288,15/08/12,Aria Shatel Company Ltd
158.58.0.0,158.58.127.255,32768,08/11/11,Mobile Communication Company of Iran PLC
159.20.96.0,159.20.111.255,4096,14/09/11,ANDISHE SABZ KHAZAR CO. P.J.S.
164.138.128.0,164.138.191.255,16384,19/03/12,Mobile Communication Company of Iran PLC
164.215.128.0,164.215.255.255,32768,25/11/11,Fanava Group
172.80.128.0,172.80.255.255,32768,05/07/15,Mobile Communication Company of Iran PLC
176.12.64.0,176.12.79.255,4096,18/05/11,ANDISHE SABZ KHAZAR CO. P.J.S.
176.46.128.0,176.46.159.255,8192,25/05/11,Farahoosh Dena PLC
176.65.160.0,176.65.191.255,8192,10/06/11,Iran Telecommunication Company PJS
176.65.192.0,176.65.223.255,8192,10/06/11,Mobile Communication Company of Iran PLC
176.65.224.0,176.65.239.255,4096,10/06/11,Iran Telecommunication Company PJS
176.67.64.0,176.67.79.255,4096,10/06/11,khalij fars Ettela Resan Company J.S.
176.101.32.0,176.101.47.255,4096,03/11/11,
176.102.224.0,176.102.255.255,8192,29/11/11,
176.123.64.0,176.123.127.255,16384,27/07/12,
178.131.0.0,178.131.255.255,65536,17/03/10,Mobile Communication Company of Iran PLC
178.169.0.0,178.169.31.255,8192,26/03/10,Pars Online PJS
178.173.128.0,178.173.191.255,16384,19/04/10,Shiraz Hamyar Co.
178.173.192.0,178.173.223.255,8192,19/04/10,Shiraz Hamyar Co.
178.215.0.0,178.215.63.255,16384,28/06/10,
178.219.224.0,178.219.239.255,4096,28/06/10,
178.236.96.0,178.236.111.255,4096,02/06/10,Iran Telecommunication Company PJS
178.238.192.0,178.238.207.255,4096,26/07/10,Iran Telecommunication Company PJS
178.239.144.0,178.239.159.255,4096,31/08/10,Toloe Rayaneh Loghman Educational and Cultural Co.
178.252.128.0,178.252.191.255,16384,27/05/10,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock)
178.253.0.0,178.253.63.255,16384,01/06/10,Raya Sepehr Vira Data Processing Company Ltd.
188.75.64.0,188.75.127.255,16384,24/08/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
188.118.64.0,188.118.127.255,16384,22/06/09,University of Tehran
188.121.96.0,188.121.127.255,8192,11/05/09,Noyan Abr Arvan Co. ( Private Joint Stock)
188.121.128.0,188.121.159.255,8192,11/05/09,Farabord Dadeh Haye Iranian Co.
188.122.96.0,188.122.127.255,8192,04/01/11,Mobile Communication Company of Iran PLC
188.136.144.0,188.136.159.255,4096,15/05/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
188.136.160.0,188.136.191.255,8192,15/05/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
188.136.192.0,188.136.223.255,8192,15/05/09,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS
188.158.0.0,188.158.255.255,65536,09/06/09,Parvaresh Dadeha Co. Private Joint Stock
188.159.0.0,188.159.127.255,32768,09/06/09,Parvaresh Dadeha Co. Private Joint Stock
188.159.128.0,188.159.191.255,16384,09/06/09,Parvaresh Dadeha Co. Private Joint Stock
188.159.192.0,188.159.223.255,8192,09/06/09,Parvaresh Dadeha Co. Private Joint Stock
188.208.64.0,188.208.95.255,8192,08/05/09,"Rightel Communication Service Company PJS"
188.208.144.0,188.208.159.255,4096,08/05/09,"Rightel Communication Service Company PJS"
188.208.160.0,188.208.191.255,8192,08/05/09,"Rightel Communication Service Company PJS"
188.208.224.0,188.208.255.255,8192,08/05/09,"Rightel Communication Service Company PJS"
188.209.16.0,188.209.31.255,4096,08/05/09,Iran Telecommunication Company PJS
188.209.32.0,188.209.47.255,4096,08/05/09,Iran Telecommunication Company PJS
188.209.64.0,188.209.79.255,4096,08/05/09,Iran Telecommunication Company PJS
188.209.128.0,188.209.143.255,4096,08/05/09,Ideh Pardazan Tarh Sepidar co.(LTD)
188.209.192.0,188.209.207.255,4096,08/05/09,Mobile Communication Company of Iran PLC
188.210.64.0,188.210.79.255,4096,08/05/09,Mobile Communication Company of Iran PLC
188.210.96.0,188.210.127.255,8192,08/05/09,Iran Telecommunication Company PJS
188.210.128.0,188.210.191.255,16384,08/05/09,Iran Telecommunication Company PJS
188.210.192.0,188.210.207.255,4096,08/05/09,Mobile Communication Company of Iran PLC
188.211.0.0,188.211.15.255,4096,08/05/09,Mobile Communication Company of Iran PLC
188.211.32.0,188.211.63.255,8192,08/05/09,Iran Telecommunication Company PJS
188.211.64.0,188.211.127.255,16384,08/05/09,Iran Telecommunication Company PJS
188.211.128.0,188.211.159.255,8192,08/05/09,Iran Telecommunication Company PJS
188.211.176.0,188.211.191.255,4096,08/05/09,Iran Telecommunication Company PJS
188.211.192.0,188.211.223.255,8192,08/05/09,Iran Telecommunication Company PJS
188.212.48.0,188.212.63.255,4096,08/05/09,Mobile Communication Company of Iran PLC
188.212.64.0,188.212.95.255,8192,08/05/09,Iran Telecommunication Company PJS
188.212.160.0,188.212.191.255,8192,08/05/09,Iran Telecommunication Company PJS
188.212.208.0,188.212.223.255,4096,08/05/09,Iran Telecommunication Company PJS
188.212.224.0,188.212.239.255,4096,08/05/09,Iran Telecommunication Company PJS
188.213.64.0,188.213.79.255,4096,08/05/09,Mobin Net Communication Company (Private Joint Stock)
188.213.96.0,188.213.127.255,8192,08/05/09,Iran Telecommunication Company PJS
188.213.144.0,188.213.159.255,4096,08/05/09,Iran Telecommunication Company PJS
188.213.176.0,188.213.191.255,4096,08/05/09,Iran Telecommunication Company PJS
188.214.160.0,188.214.191.255,8192,08/05/09,Iran Telecommunication Company PJS
188.215.128.0,188.215.143.255,4096,08/05/09,Iran Telecommunication Company PJS
188.215.160.0,188.215.191.255,8192,08/05/09,Iran Telecommunication Company PJS
188.215.192.0,188.215.223.255,8192,08/05/09,Iran Telecommunication Company PJS
